image_file,dataset_namespace,namespaced_identity,modality,resolution,is_corrupt,face_detected,blur_laplacian_var,rms_contrast,aspect_ratio,is_duplicate,qc_status
f1-013-01.jpg,CUFS,CUFS:f13,Gallery Photo,200x250,False,True,600.91,70.24,0.8,False,PASSED
f1-014-01.jpg,CUFS,CUFS:f14,Gallery Photo,200x250,False,True,206.73,60.24,0.8,False,PASSED
f1-015-01.jpg,CUFS,CUFS:f15,Gallery Photo,200x250,False,True,379.27,39.94,0.8,False,PASSED
m-008-01.jpg,CUFS,CUFS:m-008,Gallery Photo,200x250,False,True,504.21,54.8,0.8,False,PASSED
m-009-01.jpg,CUFS,CUFS:m-009,Gallery Photo,200x250,False,True,393.66,52.15,0.8,False,PASSED
m-010-01.jpg,CUFS,CUFS:m0,Gallery Photo,200x250,False,True,320.08,59.66,0.8,False,PASSED
m-011-01.jpg,CUFS,CUFS:m1,Gallery Photo,200x250,False,True,564.75,64.22,0.8,False,PASSED
m-012-01.jpg,CUFS,CUFS:m2,Gallery Photo,200x250,False,True,680.24,57.75,0.8,False,PASSED
m-013-01.jpg,CUFS,CUFS:m3,Gallery Photo,200x250,False,True,557.66,60.93,0.8,False,PASSED
m-014-01.jpg,CUFS,CUFS:m4,Gallery Photo,200x250,False,True,649.9,54.37,0.8,False,PASSED
m-015-01.jpg,CUFS,CUFS:m5,Gallery Photo,200x250,False,True,1382.41,59.41,0.8,False,PASSED
m-016-01.jpg,CUFS,CUFS:m6,Gallery Photo,200x250,False,True,449.18,70.09,0.8,False,PASSED
m-017-01.jpg,CUFS,CUFS:m7,Gallery Photo,200x250,False,True,181.78,55.97,0.8,False,PASSED
m-018-01.jpg,CUFS,CUFS:m8,Gallery Photo,200x250,False,True,500.31,52.57,0.8,False,PASSED
m-019-01.jpg,CUFS,CUFS:m9,Gallery Photo,200x250,False,True,935.16,58.26,0.8,False,PASSED
m-021-01.jpg,CUFS,CUFS:m-021,Gallery Photo,200x250,False,True,909.75,61.72,0.8,False,PASSED
m-022-01.jpg,CUFS,CUFS:m-022,Gallery Photo,200x250,False,True,583.29,58.16,0.8,False,PASSED
m-023-01.jpg,CUFS,CUFS:m-023,Gallery Photo,200x250,False,True,594.5,67.87,0.8,False,PASSED
m-024-01.jpg,CUFS,CUFS:m-024,Gallery Photo,200x250,False,True,948.41,58.6,0.8,False,PASSED
m-025-01.jpg,CUFS,CUFS:m-025,Gallery Photo,200x250,False,True,289.19,52.21,0.8,False,PASSED
m-026-01.jpg,CUFS,CUFS:m-026,Gallery Photo,200x250,False,True,810.9,62.69,0.8,False,PASSED
m-027-01.jpg,CUFS,CUFS:m-027,Gallery Photo,200x250,False,True,490.31,53.23,0.8,False,PASSED
m-028-01.jpg,CUFS,CUFS:m-028,Gallery Photo,200x250,False,True,205.4,52.87,0.8,False,PASSED
m-029-01.jpg,CUFS,CUFS:m-029,Gallery Photo,200x250,False,True,569.08,45.46,0.8,False,PASSED
m-030-01.jpg,CUFS,CUFS:m-030,Gallery Photo,200x250,False,True,803.88,60.11,0.8,False,PASSED
m-031-01.jpg,CUFS,CUFS:m-031,Gallery Photo,200x250,False,True,231.23,46.78,0.8,False,PASSED
m-032-01.jpg,CUFS,CUFS:m-032,Gallery Photo,200x250,False,True,262.92,62.3,0.8,False,PASSED
m-033-01.jpg,CUFS,CUFS:m-033,Gallery Photo,200x250,False,True,422.45,62.97,0.8,False,PASSED
m-034-01.jpg,CUFS,CUFS:m-034,Gallery Photo,200x250,False,True,686.81,60.74,0.8,False,PASSED
m-035-01.jpg,CUFS,CUFS:m-035,Gallery Photo,200x250,False,True,999.39,63.22,0.8,False,PASSED
m-036-01.jpg,CUFS,CUFS:m-036,Gallery Photo,200x250,False,True,495.17,61.79,0.8,False,PASSED
m-037-01.jpg,CUFS,CUFS:m-037,Gallery Photo,200x250,False,True,599.62,63.54,0.8,False,PASSED
m-038-01.jpg,CUFS,CUFS:m-038,Gallery Photo,200x250,False,True,2262.05,49.67,0.8,False,PASSED
m-039-01.jpg,CUFS,CUFS:m-039,Gallery Photo,200x250,False,True,273.96,48.49,0.8,False,PASSED
m-040-01.jpg,CUFS,CUFS:m-040,Gallery Photo,200x250,False,True,305.78,64.8,0.8,False,PASSED
m-041-01.jpg,CUFS,CUFS:m-041,Gallery Photo,200x250,False,True,1128.28,52.84,0.8,False,PASSED
m-042-01.jpg,CUFS,CUFS:m-042,Gallery Photo,200x250,False,True,509.0,68.62,0.8,False,PASSED
m-043-01.jpg,CUFS,CUFS:m-043,Gallery Photo,200x250,False,True,698.06,61.86,0.8,False,PASSED
m-044-01.jpg,CUFS,CUFS:m-044,Gallery Photo,200x250,False,True,508.07,63.44,0.8,False,PASSED
m-045-01.jpg,CUFS,CUFS:m-045,Gallery Photo,200x250,False,True,1150.52,62.74,0.8,False,PASSED
m-046-01.jpg,CUFS,CUFS:m-046,Gallery Photo,200x250,False,True,286.4,49.86,0.8,False,PASSED
m-047-01.jpg,CUFS,CUFS:m-047,Gallery Photo,200x250,False,True,313.59,47.79,0.8,False,PASSED
m-048-01.jpg,CUFS,CUFS:m-048,Gallery Photo,200x250,False,True,366.06,58.25,0.8,False,PASSED
m-049-01.jpg,CUFS,CUFS:m-049,Gallery Photo,200x250,False,True,304.43,61.79,0.8,False,PASSED
m-050-01.jpg,CUFS,CUFS:m-050,Gallery Photo,200x250,False,True,871.3,61.29,0.8,False,PASSED
m-051-01.jpg,CUFS,CUFS:m-051,Gallery Photo,200x250,False,True,970.09,57.94,0.8,False,PASSED
m-052-01.jpg,CUFS,CUFS:m-052,Gallery Photo,200x250,False,True,701.39,58.43,0.8,False,PASSED
m-053-01.jpg,CUFS,CUFS:m-053,Gallery Photo,200x250,False,True,399.19,52.79,0.8,False,PASSED
m-054-01.jpg,CUFS,CUFS:m-054,Gallery Photo,200x250,False,True,208.88,54.17,0.8,False,PASSED
m-055-01.jpg,CUFS,CUFS:m-055,Gallery Photo,200x250,False,True,566.94,61.98,0.8,False,PASSED
m-056-01.jpg,CUFS,CUFS:m-056,Gallery Photo,200x250,False,True,300.37,56.9,0.8,False,PASSED
m-057-01.jpg,CUFS,CUFS:m-057,Gallery Photo,200x250,False,True,361.2,70.09,0.8,False,PASSED
m-058-01.jpg,CUFS,CUFS:m-058,Gallery Photo,200x250,False,True,556.17,61.85,0.8,False,PASSED
m-059-01.jpg,CUFS,CUFS:m-059,Gallery Photo,200x250,False,True,410.61,60.52,0.8,False,PASSED
m-060-01.jpg,CUFS,CUFS:m-060,Gallery Photo,200x250,False,True,562.97,58.49,0.8,False,PASSED
m-061-01.jpg,CUFS,CUFS:m-061,Gallery Photo,200x250,False,True,615.06,54.74,0.8,False,PASSED
m-062-01.jpg,CUFS,CUFS:m-062,Gallery Photo,200x250,False,True,450.65,62.8,0.8,False,PASSED
m-063-01.jpg,CUFS,CUFS:m-063,Gallery Photo,200x250,False,True,561.0,49.21,0.8,False,PASSED
m-064-01.jpg,CUFS,CUFS:m-064,Gallery Photo,200x250,False,True,1385.35,55.52,0.8,False,PASSED
m-065-01.jpg,CUFS,CUFS:m-065,Gallery Photo,200x250,False,True,1096.71,63.22,0.8,False,PASSED
m-066-01.jpg,CUFS,CUFS:m-066,Gallery Photo,200x250,False,True,1069.4,65.7,0.8,False,PASSED
m-067-01.jpg,CUFS,CUFS:m-067,Gallery Photo,200x250,False,True,929.81,64.43,0.8,False,PASSED
m-068-01.jpg,CUFS,CUFS:m-068,Gallery Photo,200x250,False,True,580.82,70.77,0.8,False,PASSED
m-069-01.jpg,CUFS,CUFS:m-069,Gallery Photo,200x250,False,True,319.31,64.17,0.8,False,PASSED
m-070-01.jpg,CUFS,CUFS:m-070,Gallery Photo,200x250,False,True,533.6,54.62,0.8,False,PASSED
m-071-01.jpg,CUFS,CUFS:m-071,Gallery Photo,200x250,False,True,831.44,63.5,0.8,False,PASSED
m-072-01.jpg,CUFS,CUFS:m-072,Gallery Photo,200x250,False,True,701.13,68.04,0.8,False,PASSED
m-073-01.jpg,CUFS,CUFS:m-073,Gallery Photo,200x250,False,True,433.13,51.62,0.8,False,PASSED
m-074-01.jpg,CUFS,CUFS:m-074,Gallery Photo,200x250,False,True,236.32,53.33,0.8,False,PASSED
m-075-01.jpg,CUFS,CUFS:m-075,Gallery Photo,200x250,False,True,412.55,61.36,0.8,False,PASSED
m-076-01.jpg,CUFS,CUFS:m-076,Gallery Photo,200x250,False,True,309.82,58.42,0.8,False,PASSED
m-077-01.jpg,CUFS,CUFS:m-077,Gallery Photo,200x250,False,True,798.72,68.46,0.8,False,PASSED
m-078-01.jpg,CUFS,CUFS:m-078,Gallery Photo,200x250,False,True,638.7,71.39,0.8,False,PASSED
m-079-01.jpg,CUFS,CUFS:m-079,Gallery Photo,200x250,False,True,744.94,62.1,0.8,False,PASSED
m-080-01.jpg,CUFS,CUFS:m-080,Gallery Photo,200x250,False,True,925.59,71.54,0.8,False,PASSED
m-081-01.jpg,CUFS,CUFS:m-081,Gallery Photo,200x250,False,True,642.27,62.3,0.8,False,PASSED
m-082-01.jpg,CUFS,CUFS:m-082,Gallery Photo,200x250,False,True,1335.43,62.16,0.8,False,PASSED
m-083-01.jpg,CUFS,CUFS:m-083,Gallery Photo,200x250,False,True,269.65,43.76,0.8,False,PASSED
m-084-01.jpg,CUFS,CUFS:m-084,Gallery Photo,200x250,False,True,883.97,66.31,0.8,False,PASSED
m-085-01.jpg,CUFS,CUFS:m-085,Gallery Photo,200x250,False,True,913.49,62.98,0.8,False,PASSED
m-086-01.jpg,CUFS,CUFS:m-086,Gallery Photo,200x250,False,True,567.07,65.05,0.8,False,PASSED
m-087-01.jpg,CUFS,CUFS:m-087,Gallery Photo,200x250,False,True,617.99,60.98,0.8,False,PASSED
m-088-01.jpg,CUFS,CUFS:m-088,Gallery Photo,200x250,False,True,1547.77,59.82,0.8,False,PASSED
m-089-01.jpg,CUFS,CUFS:m-089,Gallery Photo,200x250,False,True,530.96,54.04,0.8,False,PASSED
m-090-01.jpg,CUFS,CUFS:m-090,Gallery Photo,200x250,False,True,360.99,63.28,0.8,False,PASSED
m-091-01.jpg,CUFS,CUFS:m-091,Gallery Photo,200x250,False,True,536.54,62.14,0.8,False,PASSED
m-092-01.jpg,CUFS,CUFS:m-092,Gallery Photo,200x250,False,True,846.78,65.87,0.8,False,PASSED
m-093-01.jpg,CUFS,CUFS:m-093,Gallery Photo,200x250,False,True,334.11,69.95,0.8,False,PASSED
m-094-01.jpg,CUFS,CUFS:m-094,Gallery Photo,200x250,False,True,323.38,56.08,0.8,False,PASSED
m-095-01.jpg,CUFS,CUFS:m-095,Gallery Photo,200x250,False,True,403.46,58.94,0.8,False,PASSED
m-096-01.jpg,CUFS,CUFS:m-096,Gallery Photo,200x250,False,True,414.98,58.45,0.8,False,PASSED
m-097-01.jpg,CUFS,CUFS:m-097,Gallery Photo,200x250,False,True,764.0,57.58,0.8,False,PASSED
m-098-01.jpg,CUFS,CUFS:m-098,Gallery Photo,200x250,False,True,498.57,62.72,0.8,False,PASSED
m-099-01.jpg,CUFS,CUFS:m-099,Gallery Photo,200x250,False,True,484.76,56.83,0.8,False,PASSED
m-100-01.jpg,CUFS,CUFS:m-100,Gallery Photo,200x250,False,True,983.6,56.78,0.8,False,PASSED
m-101-01.jpg,CUFS,CUFS:m-101,Gallery Photo,200x250,False,True,609.15,59.6,0.8,False,PASSED
m1-001-01.jpg,CUFS,CUFS:m1-001,Gallery Photo,200x250,False,True,652.0,56.38,0.8,False,PASSED
m1-002-01.jpg,CUFS,CUFS:m1-002,Gallery Photo,200x250,False,True,687.9,72.04,0.8,False,PASSED
m1-003-01.jpg,CUFS,CUFS:m1-003,Gallery Photo,200x250,False,True,507.95,55.52,0.8,False,PASSED
m1-004-01.jpg,CUFS,CUFS:m1-004,Gallery Photo,200x250,False,True,279.2,52.0,0.8,False,PASSED
m1-005-01.jpg,CUFS,CUFS:m1-005,Gallery Photo,200x250,False,True,1241.35,69.54,0.8,False,PASSED
m1-006-01.jpg,CUFS,CUFS:m1-006,Gallery Photo,200x250,False,True,547.15,69.26,0.8,False,PASSED
m1-007-01.jpg,CUFS,CUFS:m1-007,Gallery Photo,200x250,False,True,603.21,70.81,0.8,False,PASSED
m1-008-01.jpg,CUFS,CUFS:m1-008,Gallery Photo,200x250,False,True,430.91,56.16,0.8,False,PASSED
m1-009-01.jpg,CUFS,CUFS:m1-009,Gallery Photo,200x250,False,True,320.77,56.29,0.8,False,PASSED
m1-010-01.jpg,CUFS,CUFS:m10,Gallery Photo,200x250,False,True,1773.86,71.55,0.8,False,PASSED
m1-011-01.jpg,CUFS,CUFS:m11,Gallery Photo,200x250,False,True,589.56,58.82,0.8,False,PASSED
m1-012-01.jpg,CUFS,CUFS:m12,Gallery Photo,200x250,False,True,465.95,61.35,0.8,False,PASSED
m1-013-01.jpg,CUFS,CUFS:m13,Gallery Photo,200x250,False,True,1053.51,58.74,0.8,False,PASSED
m1-014-01.jpg,CUFS,CUFS:m14,Gallery Photo,200x250,False,True,505.75,64.88,0.8,False,PASSED
m1-015-01.jpg,CUFS,CUFS:m15,Gallery Photo,200x250,False,True,343.54,48.81,0.8,False,PASSED
m1-016-01.jpg,CUFS,CUFS:m16,Gallery Photo,200x250,False,True,540.47,68.44,0.8,False,PASSED
m1-017-01.jpg,CUFS,CUFS:m17,Gallery Photo,200x250,False,True,783.97,61.25,0.8,False,PASSED
m1-018-01.jpg,CUFS,CUFS:m18,Gallery Photo,200x250,False,True,462.85,59.3,0.8,False,PASSED
m1-019-01.jpg,CUFS,CUFS:m19,Gallery Photo,200x250,False,True,602.43,72.84,0.8,False,PASSED
m1-020-01.jpg,CUFS,CUFS:m1-020,Gallery Photo,200x250,False,True,687.93,71.21,0.8,False,PASSED
m1-021-01.jpg,CUFS,CUFS:m1-021,Gallery Photo,200x250,False,True,817.92,55.61,0.8,False,PASSED
m1-022-01.jpg,CUFS,CUFS:m1-022,Gallery Photo,200x250,False,True,282.78,55.82,0.8,False,PASSED
m1-023-01.jpg,CUFS,CUFS:m1-023,Gallery Photo,200x250,False,True,599.49,55.07,0.8,False,PASSED
m1-024-01.jpg,CUFS,CUFS:m1-024,Gallery Photo,200x250,False,True,262.91,48.35,0.8,False,PASSED
m1-025-01.jpg,CUFS,CUFS:m1-025,Gallery Photo,200x250,False,True,657.92,59.48,0.8,False,PASSED
m1-026-01.jpg,CUFS,CUFS:m1-026,Gallery Photo,200x250,False,True,543.99,56.69,0.8,False,PASSED
m1-027-01.jpg,CUFS,CUFS:m1-027,Gallery Photo,200x250,False,True,650.19,80.48,0.8,False,PASSED
m1-028-01.jpg,CUFS,CUFS:m1-028,Gallery Photo,200x250,False,True,167.09,40.03,0.8,False,PASSED
m1-029-01.jpg,CUFS,CUFS:m1-029,Gallery Photo,200x250,False,True,362.37,47.31,0.8,False,PASSED
m1-030-01.jpg,CUFS,CUFS:m1-030,Gallery Photo,200x250,False,True,467.56,51.29,0.8,False,PASSED
m1-031-01.jpg,CUFS,CUFS:m1-031,Gallery Photo,200x250,False,True,381.01,45.36,0.8,False,PASSED
m1-032-01.jpg,CUFS,CUFS:m1-032,Gallery Photo,200x250,False,True,406.46,51.98,0.8,False,PASSED
m1-033-01.jpg,CUFS,CUFS:m1-033,Gallery Photo,200x250,False,True,230.43,44.92,0.8,False,PASSED
m1-034-01.jpg,CUFS,CUFS:m1-034,Gallery Photo,200x250,False,True,406.3,47.32,0.8,False,PASSED
m1-035-01.jpg,CUFS,CUFS:m1-035,Gallery Photo,200x250,False,True,377.4,52.22,0.8,False,PASSED
m1-036-01.jpg,CUFS,CUFS:m1-036,Gallery Photo,200x250,False,True,271.79,44.29,0.8,False,PASSED
m1-037-01.jpg,CUFS,CUFS:m1-037,Gallery Photo,200x250,False,True,779.2,61.3,0.8,False,PASSED
m1-038-01.jpg,CUFS,CUFS:m1-038,Gallery Photo,200x250,False,True,613.93,61.64,0.8,False,PASSED
m1-039-01.jpg,CUFS,CUFS:m1-039,Gallery Photo,200x250,False,True,659.1,66.35,0.8,False,PASSED
m1-040-01.jpg,CUFS,CUFS:m1-040,Gallery Photo,200x250,False,True,486.27,60.63,0.8,False,PASSED
m1-041-01.jpg,CUFS,CUFS:m1-041,Gallery Photo,200x250,False,True,634.84,57.23,0.8,False,PASSED
F2-005-01-sz1.jpg,CUFS,CUFS:F2-005,Query Sketch,200x250,False,True,1830.99,79.08,0.8,False,PASSED
F2-006-01-sz1.jpg,CUFS,CUFS:F2-006,Query Sketch,200x250,False,True,1763.19,70.5,0.8,False,PASSED
F2-007-01-sz1.jpg,CUFS,CUFS:F2-007,Query Sketch,200x250,False,True,1140.1,64.67,0.8,False,PASSED
F2-008-01-sz1.jpg,CUFS,CUFS:F2-008,Query Sketch,200x250,False,True,1945.73,77.54,0.8,False,PASSED
F2-009-01-sz1.jpg,CUFS,CUFS:F2-009,Query Sketch,200x250,False,True,1474.6,79.19,0.8,False,PASSED
F2-010-01-sz1.jpg,CUFS,CUFS:F20,Query Sketch,200x250,False,True,1518.0,81.17,0.8,False,PASSED
F2-011-01-sz1.jpg,CUFS,CUFS:F21,Query Sketch,200x250,False,True,2364.35,62.42,0.8,False,PASSED
F2-012-01-sz1.jpg,CUFS,CUFS:F22,Query Sketch,200x250,False,True,1789.28,62.44,0.8,False,PASSED
F2-013-01-sz1.jpg,CUFS,CUFS:F23,Query Sketch,200x250,False,True,1978.18,72.82,0.8,False,PASSED
F2-014-01-sz1.jpg,CUFS,CUFS:F24,Query Sketch,200x250,False,True,1663.54,60.43,0.8,False,PASSED
F2-015-01-sz1.jpg,CUFS,CUFS:F25,Query Sketch,200x250,False,True,1939.18,75.31,0.8,False,PASSED
F2-016-01-sz1.jpg,CUFS,CUFS:F26,Query Sketch,200x250,False,True,1633.8,69.61,0.8,False,PASSED
F2-017-01-sz1.jpg,CUFS,CUFS:F27,Query Sketch,200x250,False,True,1826.58,81.33,0.8,False,PASSED
F2-018-01-sz1.jpg,CUFS,CUFS:F28,Query Sketch,200x250,False,True,2179.7,81.53,0.8,False,PASSED
F2-019-01-sz1.jpg,CUFS,CUFS:F29,Query Sketch,200x250,False,True,1585.28,72.11,0.8,False,PASSED
F2-020-01-sz1.jpg,CUFS,CUFS:F2-020,Query Sketch,200x250,False,True,1410.17,64.91,0.8,False,PASSED
F2-021-01-sz1.jpg,CUFS,CUFS:F2-021,Query Sketch,200x250,False,True,1525.65,75.2,0.8,False,PASSED
F2-022-01-sz1.jpg,CUFS,CUFS:F2-022,Query Sketch,200x250,False,True,2205.32,91.64,0.8,False,PASSED
F2-023-01-sz1.jpg,CUFS,CUFS:F2-023,Query Sketch,200x250,False,True,2235.25,72.54,0.8,False,PASSED
F2-024-01-sz1.jpg,CUFS,CUFS:F2-024,Query Sketch,200x250,False,True,1527.7,66.28,0.8,False,PASSED
F2-025-01-sz1.jpg,CUFS,CUFS:F2-025,Query Sketch,200x250,False,True,1561.17,68.31,0.8,False,PASSED
F2-026-01-sz1.jpg,CUFS,CUFS:F2-026,Query Sketch,200x250,False,True,1282.43,53.68,0.8,False,PASSED
F2-027-01-sz1.jpg,CUFS,CUFS:F2-027,Query Sketch,200x250,False,True,1702.54,79.07,0.8,False,PASSED
F2-028-01-sz1.jpg,CUFS,CUFS:F2-028,Query Sketch,200x250,False,True,1776.49,78.11,0.8,False,PASSED
F2-029-01-sz1.jpg,CUFS,CUFS:F2-029,Query Sketch,200x250,False,True,982.94,61.86,0.8,False,PASSED
F2-030-01-sz1.jpg,CUFS,CUFS:F2-030,Query Sketch,200x250,False,True,763.76,40.87,0.8,False,PASSED
F2-031-01-sz1.jpg,CUFS,CUFS:F2-031,Query Sketch,200x250,False,True,2310.24,66.53,0.8,False,PASSED
F2-032-01-sz1.jpg,CUFS,CUFS:F2-032,Query Sketch,200x250,False,True,2207.14,72.43,0.8,False,PASSED
F2-033-01-sz1.jpg,CUFS,CUFS:F2-033,Query Sketch,200x250,False,True,1234.06,66.54,0.8,False,PASSED
F2-034-01-sz1.jpg,CUFS,CUFS:F2-034,Query Sketch,200x250,False,True,2335.68,82.32,0.8,False,PASSED
F2-035-01-sz1.jpg,CUFS,CUFS:F2-035,Query Sketch,200x250,False,True,1241.13,71.72,0.8,False,PASSED
F2-036-01-sz1.jpg,CUFS,CUFS:F2-036,Query Sketch,200x250,False,True,1543.29,52.02,0.8,False,PASSED
F2-037-01-sz1.jpg,CUFS,CUFS:F2-037,Query Sketch,200x250,False,True,1129.42,68.87,0.8,False,PASSED
F2-038-01-sz1.jpg,CUFS,CUFS:F2-038,Query Sketch,200x250,False,True,2143.27,78.99,0.8,False,PASSED
M2-008-01-sz1.jpg,CUFS,CUFS:M2-008,Query Sketch,200x250,False,True,1269.71,55.17,0.8,False,PASSED
M2-009-01-sz1.jpg,CUFS,CUFS:M2-009,Query Sketch,200x250,False,True,1104.34,47.19,0.8,False,PASSED
M2-010-01-sz1.jpg,CUFS,CUFS:M20,Query Sketch,200x250,False,True,994.08,60.03,0.8,False,PASSED
M2-011-01-sz1.jpg,CUFS,CUFS:M21,Query Sketch,200x250,False,True,1217.54,66.17,0.8,False,PASSED
M2-012-01-sz1.jpg,CUFS,CUFS:M22,Query Sketch,200x250,False,True,1334.73,53.71,0.8,False,PASSED
M2-013-01-sz1.jpg,CUFS,CUFS:M23,Query Sketch,200x250,False,True,1717.73,67.73,0.8,False,PASSED
