experiment_id,dataset,namespaced_identity,photo_path,sketch_path,split
exp05_cross_modal,CUFS_working_subset,CUFS:f1-007,dataset\gallery\f1-007-01.jpg,dataset\queries\f1-007-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:f1-008,dataset\gallery\f1-008-01.jpg,dataset\queries\f1-008-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:f1-009,dataset\gallery\f1-009-01.jpg,dataset\queries\f1-009-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:f10,dataset\gallery\f1-010-01.jpg,dataset\queries\f1-010-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:f11,dataset\gallery\f1-011-01.jpg,dataset\queries\f1-011-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:f12,dataset\gallery\f1-012-01.jpg,dataset\queries\f1-012-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:f13,dataset\gallery\f1-013-01.jpg,dataset\queries\f1-013-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:f14,dataset\gallery\f1-014-01.jpg,dataset\queries\f1-014-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:f15,dataset\gallery\f1-015-01.jpg,dataset\queries\f1-015-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m-063,dataset\gallery\m-063-01.jpg,dataset\queries\m-063-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m-064,dataset\gallery\m-064-01.jpg,dataset\queries\m-064-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-065,dataset\gallery\m-065-01.jpg,dataset\queries\m-065-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m-066,dataset\gallery\m-066-01.jpg,dataset\queries\m-066-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-067,dataset\gallery\m-067-01.jpg,dataset\queries\m-067-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-068,dataset\gallery\m-068-01.jpg,dataset\queries\m-068-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-069,dataset\gallery\m-069-01.jpg,dataset\queries\m-069-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-070,dataset\gallery\m-070-01.jpg,dataset\queries\m-070-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-071,dataset\gallery\m-071-01.jpg,dataset\queries\m-071-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m-072,dataset\gallery\m-072-01.jpg,dataset\queries\m-072-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-073,dataset\gallery\m-073-01.jpg,dataset\queries\m-073-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-074,dataset\gallery\m-074-01.jpg,dataset\queries\m-074-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m-075,dataset\gallery\m-075-01.jpg,dataset\queries\m-075-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-076,dataset\gallery\m-076-01.jpg,dataset\queries\m-076-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-077,dataset\gallery\m-077-01.jpg,dataset\queries\m-077-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-078,dataset\gallery\m-078-01.jpg,dataset\queries\m-078-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m-079,dataset\gallery\m-079-01.jpg,dataset\queries\m-079-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m-080,dataset\gallery\m-080-01.jpg,dataset\queries\m-080-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-081,dataset\gallery\m-081-01.jpg,dataset\queries\m-081-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-082,dataset\gallery\m-082-01.jpg,dataset\queries\m-082-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-083,dataset\gallery\m-083-01.jpg,dataset\queries\m-083-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m-084,dataset\gallery\m-084-01.jpg,dataset\queries\m-084-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-085,dataset\gallery\m-085-01.jpg,dataset\queries\m-085-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-086,dataset\gallery\m-086-01.jpg,dataset\queries\m-086-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-087,dataset\gallery\m-087-01.jpg,dataset\queries\m-087-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-088,dataset\gallery\m-088-01.jpg,dataset\queries\m-088-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m-089,dataset\gallery\m-089-01.jpg,dataset\queries\m-089-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-090,dataset\gallery\m-090-01.jpg,dataset\queries\m-090-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m-091,dataset\gallery\m-091-01.jpg,dataset\queries\m-091-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-092,dataset\gallery\m-092-01.jpg,dataset\queries\m-092-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m-093,dataset\gallery\m-093-01.jpg,dataset\queries\m-093-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m-094,dataset\gallery\m-094-01.jpg,dataset\queries\m-094-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m-095,dataset\gallery\m-095-01.jpg,dataset\queries\m-095-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-096,dataset\gallery\m-096-01.jpg,dataset\queries\m-096-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m-097,dataset\gallery\m-097-01.jpg,dataset\queries\m-097-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m-098,dataset\gallery\m-098-01.jpg,dataset\queries\m-098-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m-099,dataset\gallery\m-099-01.jpg,dataset\queries\m-099-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m-100,dataset\gallery\m-100-01.jpg,dataset\queries\m-100-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m-101,dataset\gallery\m-101-01.jpg,dataset\queries\m-101-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m1-001,dataset\gallery\m1-001-01.jpg,dataset\queries\m1-001-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m1-002,dataset\gallery\m1-002-01.jpg,dataset\queries\m1-002-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m1-003,dataset\gallery\m1-003-01.jpg,dataset\queries\m1-003-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-004,dataset\gallery\m1-004-01.jpg,dataset\queries\m1-004-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m1-005,dataset\gallery\m1-005-01.jpg,dataset\queries\m1-005-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-006,dataset\gallery\m1-006-01.jpg,dataset\queries\m1-006-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-007,dataset\gallery\m1-007-01.jpg,dataset\queries\m1-007-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-008,dataset\gallery\m1-008-01.jpg,dataset\queries\m1-008-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-009,dataset\gallery\m1-009-01.jpg,dataset\queries\m1-009-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m10,dataset\gallery\m1-010-01.jpg,dataset\queries\m1-010-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m11,dataset\gallery\m1-011-01.jpg,dataset\queries\m1-011-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m12,dataset\gallery\m1-012-01.jpg,dataset\queries\m1-012-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m13,dataset\gallery\m1-013-01.jpg,dataset\queries\m1-013-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m14,dataset\gallery\m1-014-01.jpg,dataset\queries\m1-014-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m15,dataset\gallery\m1-015-01.jpg,dataset\queries\m1-015-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m16,dataset\gallery\m1-016-01.jpg,dataset\queries\m1-016-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m17,dataset\gallery\m1-017-01.jpg,dataset\queries\m1-017-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m18,dataset\gallery\m1-018-01.jpg,dataset\queries\m1-018-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m19,dataset\gallery\m1-019-01.jpg,dataset\queries\m1-019-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m1-020,dataset\gallery\m1-020-01.jpg,dataset\queries\m1-020-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m1-021,dataset\gallery\m1-021-01.jpg,dataset\queries\m1-021-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-022,dataset\gallery\m1-022-01.jpg,dataset\queries\m1-022-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m1-023,dataset\gallery\m1-023-01.jpg,dataset\queries\m1-023-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-024,dataset\gallery\m1-024-01.jpg,dataset\queries\m1-024-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-025,dataset\gallery\m1-025-01.jpg,dataset\queries\m1-025-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m1-026,dataset\gallery\m1-026-01.jpg,dataset\queries\m1-026-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m1-027,dataset\gallery\m1-027-01.jpg,dataset\queries\m1-027-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-028,dataset\gallery\m1-028-01.jpg,dataset\queries\m1-028-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-029,dataset\gallery\m1-029-01.jpg,dataset\queries\m1-029-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-030,dataset\gallery\m1-030-01.jpg,dataset\queries\m1-030-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-031,dataset\gallery\m1-031-01.jpg,dataset\queries\m1-031-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m1-032,dataset\gallery\m1-032-01.jpg,dataset\queries\m1-032-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-033,dataset\gallery\m1-033-01.jpg,dataset\queries\m1-033-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m1-034,dataset\gallery\m1-034-01.jpg,dataset\queries\m1-034-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-035,dataset\gallery\m1-035-01.jpg,dataset\queries\m1-035-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-036,dataset\gallery\m1-036-01.jpg,dataset\queries\m1-036-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m1-037,dataset\gallery\m1-037-01.jpg,dataset\queries\m1-037-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m1-038,dataset\gallery\m1-038-01.jpg,dataset\queries\m1-038-01-sz1.jpg,test
exp05_cross_modal,CUFS_working_subset,CUFS:m1-039,dataset\gallery\m1-039-01.jpg,dataset\queries\m1-039-01-sz1.jpg,val
exp05_cross_modal,CUFS_working_subset,CUFS:m1-040,dataset\gallery\m1-040-01.jpg,dataset\queries\m1-040-01-sz1.jpg,train
exp05_cross_modal,CUFS_working_subset,CUFS:m1-041,dataset\gallery\m1-041-01.jpg,dataset\queries\m1-041-01-sz1.jpg,val
