query_filename,ground_truth_pid,rank,top1_matched_pid,top1_matched_filename,top1_score,status
a-sharukh-1.jpg,a-sharukh,1,a-sharukh,a-sharukh.jpg,0.647,CORRECT
a-sharukh-2.jpg,a-sharukh,1,a-sharukh,a-sharukh.jpg,0.6519,CORRECT
f-039-01-sz1.jpg,f-039,18,f-021,f-021-01.jpg,0.6092,FAILED
f-040-01-sz1.jpg,f-040,1,f-040,f-040-01.jpg,0.5363,CORRECT
f-041-01-sz1.jpg,f-041,1,f-041,f-041-01.jpg,0.7473,CORRECT
f-042-01-sz1.jpg,f-042,1,f-042,f-042-01.jpg,0.7428,CORRECT
f-043-01-sz1.jpg,f-043,1,f-043,f-043-01.jpg,0.5761,CORRECT
f1-001-01-sz1.jpg,f1-001,4,f-036,f-036-01.jpg,0.6792,FAILED
f1-002-01-sz1.jpg,f1-002,2,f-036,f-036-01.jpg,0.5239,FAILED
f1-003-01-sz1.jpg,f1-003,1,f1-003,f1-003-01.jpg,0.8498,CORRECT
f1-004-01-sz1.jpg,f1-004,1,f1-004,f1-004-01.jpg,0.5203,CORRECT
f1-005-01-sz1.jpg,f1-005,1,f1-005,f1-005-01.jpg,0.5573,CORRECT
f1-006-01-sz1.jpg,f1-006,4,f8,f-018-01.jpg,0.5668,FAILED
f1-007-01-sz1.jpg,f1-007,1,f1-007,f1-007-01.jpg,0.5654,CORRECT
f1-008-01-sz1.jpg,f1-008,1,f1-008,f1-008-01.jpg,0.6941,CORRECT
f1-009-01-sz1.jpg,f1-009,1,f1-009,f1-009-01.jpg,0.5199,CORRECT
f1-010-01-sz1.jpg,f10,1,f10,f1-010-01.jpg,0.6765,CORRECT
f1-011-01-sz1.jpg,f11,1,f11,f1-011-01.jpg,0.6336,CORRECT
f1-012-01-sz1.jpg,f12,1,f12,f1-012-01.jpg,0.6185,CORRECT
f1-013-01-sz1.jpg,f13,1,f13,f1-013-01.jpg,0.6678,CORRECT
f1-014-01-sz1.jpg,f14,1,f14,f1-014-01.jpg,0.5834,CORRECT
f1-015-01-sz1.jpg,f15,33,f1-003,f1-003-01.jpg,0.5657,FAILED
m-063-01-sz1.jpg,m-063,14,m-040,m-040-01.jpg,0.6063,FAILED
m-064-01-sz1.jpg,m-064,1,m-064,m-064-01.jpg,0.4803,CORRECT
m-065-01-sz1.jpg,m-065,1,m-065,m-065-01.jpg,0.6556,CORRECT
m-066-01-sz1.jpg,m-066,1,m-066,m-066-01.jpg,0.6499,CORRECT
m-067-01-sz1.jpg,m-067,1,m-067,m-067-01.jpg,0.5461,CORRECT
m-068-01-sz1.jpg,m-068,1,m-068,m-068-01.jpg,0.7307,CORRECT
m-069-01-sz1.jpg,m-069,35,m-062,m-062-01.jpg,0.5897,FAILED
m-070-01-sz1.jpg,m-070,1,m-070,m-070-01.jpg,0.7241,CORRECT
m-071-01-sz1.jpg,m-071,2,m-060,m-060-01.jpg,0.5564,FAILED
m-072-01-sz1.jpg,m-072,1,m-072,m-072-01.jpg,0.5066,CORRECT
m-073-01-sz1.jpg,m-073,2,m-055,m-055-01.jpg,0.612,FAILED
m-074-01-sz1.jpg,m-074,86,f13,f1-013-01.jpg,0.5168,FAILED
m-075-01-sz1.jpg,m-075,1,m-075,m-075-01.jpg,0.6156,CORRECT
m-076-01-sz1.jpg,m-076,1,m-076,m-076-01.jpg,0.5969,CORRECT
m-077-01-sz1.jpg,m-077,1,m-077,m-077-01.jpg,0.7486,CORRECT
m-078-01-sz1.jpg,m-078,10,f-035,f-035-01.jpg,0.6611,FAILED
m-079-01-sz1.jpg,m-079,3,m-052,m-052-01.jpg,0.622,FAILED
m-080-01-sz1.jpg,m-080,1,m-080,m-080-01.jpg,0.7445,CORRECT
m-081-01-sz1.jpg,m-081,6,m-070,m-070-01.jpg,0.444,FAILED
m-082-01-sz1.jpg,m-082,1,m-082,m-082-01.jpg,0.6616,CORRECT
m-083-01-sz1.jpg,m-083,17,m7,m-017-01.jpg,0.5924,FAILED
m-084-01-sz1.jpg,m-084,2,m-036,m-036-01.jpg,0.4217,FAILED
m-085-01-sz1.jpg,m-085,1,m-085,m-085-01.jpg,0.6576,CORRECT
m-086-01-sz1.jpg,m-086,1,m-086,m-086-01.jpg,0.6437,CORRECT
m-087-01-sz1.jpg,m-087,1,m-087,m-087-01.jpg,0.7202,CORRECT
m-088-01-sz1.jpg,m-088,26,m-053,m-053-01.jpg,0.541,FAILED
m-089-01-sz1.jpg,m-089,1,m-089,m-089-01.jpg,0.6084,CORRECT
m-090-01-sz1.jpg,m-090,40,m-021,m-021-01.jpg,0.5742,FAILED
m-091-01-sz1.jpg,m-091,1,m-091,m-091-01.jpg,0.689,CORRECT
m-092-01-sz1.jpg,m-092,8,f-035,f-035-01.jpg,0.5271,FAILED
m-093-01-sz1.jpg,m-093,32,f-035,f-035-01.jpg,0.6588,FAILED
m-094-01-sz1.jpg,m-094,9,m-087,m-087-01.jpg,0.6126,FAILED
m-095-01-sz1.jpg,m-095,10,m-027,m-027-01.jpg,0.5513,FAILED
m-096-01-sz1.jpg,m-096,22,f13,f1-013-01.jpg,0.602,FAILED
m-097-01-sz1.jpg,m-097,1,m-097,m-097-01.jpg,0.686,CORRECT
m-098-01-sz1.jpg,m-098,19,m-060,m-060-01.jpg,0.4265,FAILED
m-099-01-sz1.jpg,m-099,37,f-036,f-036-01.jpg,0.6023,FAILED
m-100-01-sz1.jpg,m-100,9,m-059,m-059-01.jpg,0.6251,FAILED
m-101-01-sz1.jpg,m-101,7,m-039,m-039-01.jpg,0.6353,FAILED
m1-001-01-sz1.jpg,m1-001,3,f8,f-018-01.jpg,0.4335,FAILED
m1-002-01-sz1.jpg,m1-002,7,m-075,m-075-01.jpg,0.5,FAILED
m1-003-01-sz1.jpg,m1-003,1,m1-003,m1-003-01.jpg,0.658,CORRECT
m1-004-01-sz1.jpg,m1-004,2,m1-008,m1-008-01.jpg,0.5245,FAILED
m1-005-01-sz1.jpg,m1-005,1,m1-005,m1-005-01.jpg,0.6193,CORRECT
m1-006-01-sz1.jpg,m1-006,9,m-070,m-070-01.jpg,0.499,FAILED
m1-007-01-sz1.jpg,m1-007,1,m1-007,m1-007-01.jpg,0.6574,CORRECT
m1-008-01-sz1.jpg,m1-008,1,m1-008,m1-008-01.jpg,0.7481,CORRECT
m1-009-01-sz1.jpg,m1-009,5,f-035,f-035-01.jpg,0.564,FAILED
m1-010-01-sz1.jpg,m10,1,m10,m1-010-01.jpg,0.7482,CORRECT
m1-011-01-sz1.jpg,m11,31,m-064,m-064-01.jpg,0.5594,FAILED
m1-012-01-sz1.jpg,m12,3,m-029,m-029-01.jpg,0.5673,FAILED
m1-013-01-sz1.jpg,m13,6,m1-008,m1-008-01.jpg,0.5238,FAILED
m1-014-01-sz1.jpg,m14,4,m-066,m-066-01.jpg,0.5521,FAILED
m1-015-01-sz1.jpg,m15,2,m2,m-012-01.jpg,0.5269,FAILED
m1-016-01-sz1.jpg,m16,2,m1-008,m1-008-01.jpg,0.7156,FAILED
m1-017-01-sz1.jpg,m17,16,f-035,f-035-01.jpg,0.5116,FAILED
m1-018-01-sz1.jpg,m18,4,m1-008,m1-008-01.jpg,0.7277,FAILED
m1-019-01-sz1.jpg,m19,8,m-025,m-025-01.jpg,0.5635,FAILED
m1-020-01-sz1.jpg,m1-020,19,f5,f-015-01.jpg,0.6186,FAILED
m1-021-01-sz1.jpg,m1-021,1,m1-021,m1-021-01.jpg,0.5783,CORRECT
m1-022-01-sz1.jpg,m1-022,53,m-077,m-077-01.jpg,0.4753,FAILED
m1-023-01-sz1.jpg,m1-023,5,m1-039,m1-039-01.jpg,0.535,FAILED
m1-024-01-sz1.jpg,m1-024,1,m1-024,m1-024-01.jpg,0.5704,CORRECT
m1-025-01-sz1.jpg,m1-025,10,m-077,m-077-01.jpg,0.6164,FAILED
m1-026-01-sz1.jpg,m1-026,53,m-033,m-033-01.jpg,0.4598,FAILED
m1-027-01-sz1.jpg,m1-027,1,m1-027,m1-027-01.jpg,0.7335,CORRECT
m1-028-01-sz1.jpg,m1-028,3,m19,m1-019-01.jpg,0.6076,FAILED
m1-029-01-sz1.jpg,m1-029,1,m1-029,m1-029-01.jpg,0.6747,CORRECT
m1-030-01-sz1.jpg,m1-030,2,f1-001,f1-001-01.jpg,0.69,FAILED
m1-031-01-sz1.jpg,m1-031,9,m-080,m-080-01.jpg,0.6554,FAILED
m1-032-01-sz1.jpg,m1-032,3,m-087,m-087-01.jpg,0.5532,FAILED
m1-033-01-sz1.jpg,m1-033,2,m-049,m-049-01.jpg,0.511,FAILED
m1-034-01-sz1.jpg,m1-034,1,m1-034,m1-034-01.jpg,0.6556,CORRECT
m1-035-01-sz1.jpg,m1-035,6,m-060,m-060-01.jpg,0.596,FAILED
m1-036-01-sz1.jpg,m1-036,2,m-040,m-040-01.jpg,0.6074,FAILED
m1-037-01-sz1.jpg,m1-037,93,f9,f-019-01.jpg,0.5311,FAILED
m1-038-01-sz1.jpg,m1-038,1,m1-038,m1-038-01.jpg,0.6708,CORRECT
m1-039-01-sz1.jpg,m1-039,1,m1-039,m1-039-01.jpg,0.6441,CORRECT
m1-040-01-sz1.jpg,m1-040,2,m-021,m-021-01.jpg,0.6645,FAILED
m1-041-01-sz1.jpg,m1-041,3,m-077,m-077-01.jpg,0.518,FAILED
