query_filename,ground_truth_pid,actual_rank,top1_incorrect_match,top1_incorrect_pid,incorrect_score,failure_category
M2-044-01-sz1.jpg,M2-044,,m1-033-01.jpg,m1-033,0.6228,HIGH_NOISE_OR_DISTORTION
M2-045-01-sz1.jpg,M2-045,,m-097-01.jpg,m-097,0.6327,HIGH_NOISE_OR_DISTORTION
M2-046-01-sz1.jpg,M2-046,,m-046-01.jpg,m-046,0.5132,HIGH_NOISE_OR_DISTORTION
M2-047-01-sz1.jpg,M2-047,,m-029-01.jpg,m-029,0.508,HIGH_NOISE_OR_DISTORTION
M2-048-01-sz1.jpg,M2-048,,m-048-01.jpg,m-048,0.6096,HIGH_NOISE_OR_DISTORTION
M2-049-01-sz1.jpg,M2-049,,m1-040-01.jpg,m1-040,0.5466,HIGH_NOISE_OR_DISTORTION
M2-050-01-sz1.jpg,M2-050,,m1-026-01.jpg,m1-026,0.641,HIGH_NOISE_OR_DISTORTION
M2-051-01-sz1.jpg,M2-051,,m-051-01.jpg,m-051,0.7209,HIGH_NOISE_OR_DISTORTION
M2-052-01-sz1.jpg,M2-052,,m-062-01.jpg,m-062,0.6112,HIGH_NOISE_OR_DISTORTION
M2-053-01-sz1.jpg,M2-053,,m-053-01.jpg,m-053,0.61,HIGH_NOISE_OR_DISTORTION
M2-054-01-sz1.jpg,M2-054,,m-021-01.jpg,m-021,0.5755,HIGH_NOISE_OR_DISTORTION
M2-055-01-sz1.jpg,M2-055,,m-033-01.jpg,m-033,0.4249,HIGH_NOISE_OR_DISTORTION
M2-056-01-sz1.jpg,M2-056,,m-027-01.jpg,m-027,0.5287,HIGH_NOISE_OR_DISTORTION
M2-057-01-sz1.jpg,M2-057,,m-064-01.jpg,m-064,0.3625,HIGH_NOISE_OR_DISTORTION
M2-058-01-sz1.jpg,M2-058,,m-021-01.jpg,m-021,0.5463,HIGH_NOISE_OR_DISTORTION
M2-059-01-sz1.jpg,M2-059,,m-059-01.jpg,m-059,0.607,HIGH_NOISE_OR_DISTORTION
M2-060-01-sz1.jpg,M2-060,,m-060-01.jpg,m-060,0.7667,HIGH_NOISE_OR_DISTORTION
M2-061-01-sz1.jpg,M2-061,,m-049-01.jpg,m-049,0.5793,HIGH_NOISE_OR_DISTORTION
M2-062-01-sz1.jpg,M2-062,,m-062-01.jpg,m-062,0.5469,HIGH_NOISE_OR_DISTORTION
f-039-01-sz1.jpg,f-039,18,f-021-01.jpg,f-021,0.6092,HIGH_NOISE_OR_DISTORTION
f1-001-01-sz1.jpg,f1-001,4,f-036-01.jpg,f-036,0.6792,CROSS_MODAL_DOMAIN_GAP
f1-002-01-sz1.jpg,f1-002,2,f-036-01.jpg,f-036,0.5239,CROSS_MODAL_DOMAIN_GAP
f1-006-01-sz1.jpg,f1-006,4,f-018-01.jpg,f8,0.5668,CROSS_MODAL_DOMAIN_GAP
f1-015-01-sz1.jpg,f15,33,f1-003-01.jpg,f1-003,0.5657,HIGH_NOISE_OR_DISTORTION
m-063-01-sz1.jpg,m-063,14,m-040-01.jpg,m-040,0.6063,HIGH_NOISE_OR_DISTORTION
m-069-01-sz1.jpg,m-069,35,m-062-01.jpg,m-062,0.5897,HIGH_NOISE_OR_DISTORTION
m-071-01-sz1.jpg,m-071,2,m-060-01.jpg,m-060,0.5564,CROSS_MODAL_DOMAIN_GAP
m-073-01-sz1.jpg,m-073,2,m-055-01.jpg,m-055,0.612,CROSS_MODAL_DOMAIN_GAP
m-074-01-sz1.jpg,m-074,86,f1-013-01.jpg,f13,0.5168,HIGH_NOISE_OR_DISTORTION
m-078-01-sz1.jpg,m-078,10,f-035-01.jpg,f-035,0.6611,CROSS_MODAL_DOMAIN_GAP
m-079-01-sz1.jpg,m-079,3,m-052-01.jpg,m-052,0.622,CROSS_MODAL_DOMAIN_GAP
m-081-01-sz1.jpg,m-081,6,m-070-01.jpg,m-070,0.444,CROSS_MODAL_DOMAIN_GAP
m-083-01-sz1.jpg,m-083,17,m-017-01.jpg,m7,0.5924,HIGH_NOISE_OR_DISTORTION
m-084-01-sz1.jpg,m-084,2,m-036-01.jpg,m-036,0.4217,CROSS_MODAL_DOMAIN_GAP
m-088-01-sz1.jpg,m-088,26,m-053-01.jpg,m-053,0.541,HIGH_NOISE_OR_DISTORTION
m-090-01-sz1.jpg,m-090,40,m-021-01.jpg,m-021,0.5742,HIGH_NOISE_OR_DISTORTION
m-092-01-sz1.jpg,m-092,8,f-035-01.jpg,f-035,0.5271,CROSS_MODAL_DOMAIN_GAP
m-093-01-sz1.jpg,m-093,32,f-035-01.jpg,f-035,0.6588,HIGH_NOISE_OR_DISTORTION
m-094-01-sz1.jpg,m-094,9,m-087-01.jpg,m-087,0.6126,CROSS_MODAL_DOMAIN_GAP
m-095-01-sz1.jpg,m-095,10,m-027-01.jpg,m-027,0.5513,CROSS_MODAL_DOMAIN_GAP
m-096-01-sz1.jpg,m-096,22,f1-013-01.jpg,f13,0.602,HIGH_NOISE_OR_DISTORTION
m-098-01-sz1.jpg,m-098,19,m-060-01.jpg,m-060,0.4265,HIGH_NOISE_OR_DISTORTION
m-099-01-sz1.jpg,m-099,37,f-036-01.jpg,f-036,0.6023,HIGH_NOISE_OR_DISTORTION
m-100-01-sz1.jpg,m-100,9,m-059-01.jpg,m-059,0.6251,CROSS_MODAL_DOMAIN_GAP
m-101-01-sz1.jpg,m-101,7,m-039-01.jpg,m-039,0.6353,CROSS_MODAL_DOMAIN_GAP
m1-001-01-sz1.jpg,m1-001,3,f-018-01.jpg,f8,0.4335,CROSS_MODAL_DOMAIN_GAP
m1-002-01-sz1.jpg,m1-002,7,m-075-01.jpg,m-075,0.5,CROSS_MODAL_DOMAIN_GAP
m1-004-01-sz1.jpg,m1-004,2,m1-008-01.jpg,m1-008,0.5245,CROSS_MODAL_DOMAIN_GAP
m1-006-01-sz1.jpg,m1-006,9,m-070-01.jpg,m-070,0.499,CROSS_MODAL_DOMAIN_GAP
m1-009-01-sz1.jpg,m1-009,5,f-035-01.jpg,f-035,0.564,CROSS_MODAL_DOMAIN_GAP
m1-011-01-sz1.jpg,m11,31,m-064-01.jpg,m-064,0.5594,HIGH_NOISE_OR_DISTORTION
m1-012-01-sz1.jpg,m12,3,m-029-01.jpg,m-029,0.5673,CROSS_MODAL_DOMAIN_GAP
m1-013-01-sz1.jpg,m13,6,m1-008-01.jpg,m1-008,0.5238,CROSS_MODAL_DOMAIN_GAP
m1-014-01-sz1.jpg,m14,4,m-066-01.jpg,m-066,0.5521,CROSS_MODAL_DOMAIN_GAP
m1-015-01-sz1.jpg,m15,2,m-012-01.jpg,m2,0.5269,CROSS_MODAL_DOMAIN_GAP
m1-016-01-sz1.jpg,m16,2,m1-008-01.jpg,m1-008,0.7156,CROSS_MODAL_DOMAIN_GAP
m1-017-01-sz1.jpg,m17,16,f-035-01.jpg,f-035,0.5116,HIGH_NOISE_OR_DISTORTION
m1-018-01-sz1.jpg,m18,4,m1-008-01.jpg,m1-008,0.7277,CROSS_MODAL_DOMAIN_GAP
m1-019-01-sz1.jpg,m19,8,m-025-01.jpg,m-025,0.5635,CROSS_MODAL_DOMAIN_GAP
m1-020-01-sz1.jpg,m1-020,19,f-015-01.jpg,f5,0.6186,HIGH_NOISE_OR_DISTORTION
m1-022-01-sz1.jpg,m1-022,53,m-077-01.jpg,m-077,0.4753,HIGH_NOISE_OR_DISTORTION
m1-023-01-sz1.jpg,m1-023,5,m1-039-01.jpg,m1-039,0.535,CROSS_MODAL_DOMAIN_GAP
m1-025-01-sz1.jpg,m1-025,10,m-077-01.jpg,m-077,0.6164,CROSS_MODAL_DOMAIN_GAP
m1-026-01-sz1.jpg,m1-026,53,m-033-01.jpg,m-033,0.4598,HIGH_NOISE_OR_DISTORTION
m1-028-01-sz1.jpg,m1-028,3,m1-019-01.jpg,m19,0.6076,CROSS_MODAL_DOMAIN_GAP
m1-030-01-sz1.jpg,m1-030,2,f1-001-01.jpg,f1-001,0.69,CROSS_MODAL_DOMAIN_GAP
m1-031-01-sz1.jpg,m1-031,9,m-080-01.jpg,m-080,0.6554,CROSS_MODAL_DOMAIN_GAP
m1-032-01-sz1.jpg,m1-032,3,m-087-01.jpg,m-087,0.5532,CROSS_MODAL_DOMAIN_GAP
m1-033-01-sz1.jpg,m1-033,2,m-049-01.jpg,m-049,0.511,CROSS_MODAL_DOMAIN_GAP
m1-035-01-sz1.jpg,m1-035,6,m-060-01.jpg,m-060,0.596,CROSS_MODAL_DOMAIN_GAP
m1-036-01-sz1.jpg,m1-036,2,m-040-01.jpg,m-040,0.6074,CROSS_MODAL_DOMAIN_GAP
m1-037-01-sz1.jpg,m1-037,93,f-019-01.jpg,f9,0.5311,HIGH_NOISE_OR_DISTORTION
m1-040-01-sz1.jpg,m1-040,2,m-021-01.jpg,m-021,0.6645,CROSS_MODAL_DOMAIN_GAP
m1-041-01-sz1.jpg,m1-041,3,m-077-01.jpg,m-077,0.518,CROSS_MODAL_DOMAIN_GAP
