query_file,query_filename,pid,gallery_file,gallery_filename,is_paired
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-048-01-sz1.jpg,M2-048-01-sz1.jpg,M2-048,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-049-01-sz1.jpg,M2-049-01-sz1.jpg,M2-049,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-050-01-sz1.jpg,M2-050-01-sz1.jpg,M2-050,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-051-01-sz1.jpg,M2-051-01-sz1.jpg,M2-051,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-052-01-sz1.jpg,M2-052-01-sz1.jpg,M2-052,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-053-01-sz1.jpg,M2-053-01-sz1.jpg,M2-053,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-054-01-sz1.jpg,M2-054-01-sz1.jpg,M2-054,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-055-01-sz1.jpg,M2-055-01-sz1.jpg,M2-055,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-056-01-sz1.jpg,M2-056-01-sz1.jpg,M2-056,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-057-01-sz1.jpg,M2-057-01-sz1.jpg,M2-057,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-058-01-sz1.jpg,M2-058-01-sz1.jpg,M2-058,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-059-01-sz1.jpg,M2-059-01-sz1.jpg,M2-059,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-060-01-sz1.jpg,M2-060-01-sz1.jpg,M2-060,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-061-01-sz1.jpg,M2-061-01-sz1.jpg,M2-061,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\M2-062-01-sz1.jpg,M2-062-01-sz1.jpg,M2-062,,,NO
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\a-sharukh-1.jpg,a-sharukh-1.jpg,a-sharukh,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\a-sharukh.jpg,a-sharukh.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\a-sharukh-2.jpg,a-sharukh-2.jpg,a-sharukh,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\a-sharukh.jpg,a-sharukh.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\f-039-01-sz1.jpg,f-039-01-sz1.jpg,f-039,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\f-039-01.jpg,f-039-01.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\f-040-01-sz1.jpg,f-040-01-sz1.jpg,f-040,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\f-040-01.jpg,f-040-01.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\f-041-01-sz1.jpg,f-041-01-sz1.jpg,f-041,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\f-041-01.jpg,f-041-01.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\f-042-01-sz1.jpg,f-042-01-sz1.jpg,f-042,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\f-042-01.jpg,f-042-01.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\f-043-01-sz1.jpg,f-043-01-sz1.jpg,f-043,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\f-043-01.jpg,f-043-01.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\f1-001-01-sz1.jpg,f1-001-01-sz1.jpg,f1-001,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\f1-001-01.jpg,f1-001-01.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\f1-002-01-sz1.jpg,f1-002-01-sz1.jpg,f1-002,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\f1-002-01.jpg,f1-002-01.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\f1-003-01-sz1.jpg,f1-003-01-sz1.jpg,f1-003,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\f1-003-01.jpg,f1-003-01.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\f1-004-01-sz1.jpg,f1-004-01-sz1.jpg,f1-004,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\f1-004-01.jpg,f1-004-01.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\f1-005-01-sz1.jpg,f1-005-01-sz1.jpg,f1-005,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\f1-005-01.jpg,f1-005-01.jpg,YES
c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\queries\f1-006-01-sz1.jpg,f1-006-01-sz1.jpg,f1-006,c:\Users\Mallikarjun Gala\OneDrive\Desktop\Third-Eye\Project Code (forensic face sketch)\Project Code (forensic face sketch)\ThirdEye v2\ml_service\dataset\gallery\f1-006-01.jpg,f1-006-01.jpg,YES
